Price,Levy,Manufacturer,Model,ProdYear,Category,LeatherInterior,FuelType,EngineVolume,Mileage,Cylinders,GearBoxType,DriveWheels,Doors,Wheel,Color,Airbags
8781,1236,HONDA,FIT,2011,Hatchback,No,Hybrid,1.3,111000,4,Automatic,Front,4,Right,Green,4
24148,0,NISSAN,Juke,2014,Jeep,No,Petrol,1.6 Turbo,56000,4,Tiptronic,Front,4,Left,Carnelian red,6
10672,1347,HYUNDAI,H1,2008,Minivan,Yes,Diesel,2.5,66846,4,Automatic,Front,4,Left,Silver,4
188,1172,LEXUS,RX 450,2011,Jeep,Yes,Hybrid,3.5,101816,6,Automatic,4x4,4,Left,Black,12
4000,0,NISSAN,Serena,2002,Minivan,No,CNG,2,281000,4,Automatic,Front,4,Right,Black,4
314,1024,FORD,Fusion,2010,Sedan,Yes,Petrol,2.5,168960,4,Automatic,Front,4,Left,Silver,12
24273,562,CHEVROLET,Aveo,2015,Hatchback,Yes,Petrol,1.4,58052,4,Automatic,Front,4,Left,White,4
26657,934,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,118000,4,Tiptronic,Front,4,Left,Black,12
4704,0,OPEL,Corsa,2003,Hatchback,Yes,Petrol,1.2,22863,4,Manual,Front,2,Left,Silver,4
39829,0,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,2.9 Turbo,255000,6,Automatic,4x4,4,Left,Grey,16
23935,494,NISSAN,March,2015,Hatchback,Yes,Petrol,1.2,23603,4,Automatic,Front,4,Left,Blue,4
8467,0,MERCEDES-BENZ,Vaneo,2004,Universal,No,Diesel,1.7 Turbo,0,4,Manual,Front,4,Left,Blue,4
14113,0,TOYOTA,Prius,2008,Hatchback,Yes,LPG,1.5,120000,4,Automatic,Front,4,Left,White,4
18531,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,89323,4,Automatic,Front,4,Left,Silver,4
19757,0,TOYOTA,Camry,2010,Sedan,No,Hybrid,2.4,165000,4,Automatic,Front,4,Left,White,12
15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,257102,4,Automatic,Front,4,Left,Silver,4
20385,0,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,1.8,174309,4,Automatic,Front,4,Left,White,7
20385,308,TOYOTA,Prius,2014,Hatchback,No,Hybrid,1.8,155000,4,Tiptronic,Front,4,Left,Grey,8
39559,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,129254,4,Automatic,Front,4,Left,White,4
124989,1077,HONDA,Civic,2019,Universal,Yes,Petrol,2,5492,4,Automatic,Front,4,Left,Black,4
19601,707,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,58548,4,Automatic,Front,4,Left,White,4
10000,1268,HONDA,Insight,2012,Hatchback,No,Hybrid,1.5,102000,4,Automatic,Front,4,Right,Silver,8
13328,0,FORD,Transit,1999,Microbus,No,Diesel,2.5,395000,4,Manual,Rear,4,Left,Carnelian red,2
392,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032,4,Automatic,Front,4,Left,Silver,12
16621,0,TOYOTA,Camry,2008,Sedan,Yes,Hybrid,2.4,145567,4,Automatic,Front,4,Left,Black,10
15681,0,FORD,Expedition,2000,Jeep,No,Petrol,4.6,0,8,Automatic,4x4,4,Left,Black,0
19679,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,133783,4,Automatic,Front,4,Left,Grey,4
9879,1202,HONDA,Accord,2017,Sedan,Yes,Petrol,2.4,39762,4,Automatic,Front,4,Left,Grey,12
27654,629,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,104674,4,Automatic,Front,4,Left,Silver,4
32929,0,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5,165000,6,Tiptronic,4x4,4,Left,Grey,16
17663,501,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,1.5,53800,4,Automatic,Front,4,Left,Silver,4
52959,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,99106,4,Automatic,Front,4,Left,Black,4
18189,831,HYUNDAI,Sonata HYBRID,2011,Sedan,Yes,Hybrid,2.4,88400,4,Tiptronic,Front,4,Left,Grey,10
706,765,SUBARU,XV,2015,Sedan,Yes,Petrol,2,111285,4,Automatic,4x4,4,Left,Black,0
862,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,280354,8,Automatic,4x4,4,Left,White,0
14740,0,HONDA,Insight,2011,Hatchback,No,Hybrid,1.3,136000,4,Tiptronic,Front,4,Left,Silver,12
5018,629,NISSAN,Juke,2015,Jeep,Yes,Petrol,1.6,111402,4,Automatic,4x4,4,Left,Black,0
27924,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,105437,4,Automatic,Front,4,Left,Black,4
5488,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,109798,4,Automatic,Front,4,Left,White,12
28225,0,MERCEDES-BENZ,ML 320,2009,Jeep,Yes,Diesel,3.0 Turbo,245470,6,Tiptronic,4x4,4,Left,Grey,12
16621,0,HONDA,Cr-v,2005,Jeep,No,Petrol,2.4,120000,4,Automatic,4x4,4,Left,Silver,6
10400,843,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,288000,4,Automatic,Front,4,Left,Grey,4
1960,753,GMC,TERRAIN,2012,Jeep,Yes,Petrol,2.4,212682,4,Automatic,Front,4,Left,Red,12
24283,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,189000,4,Automatic,Front,4,Left,White,4
3920,779,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,308694,4,Automatic,Front,4,Left,Grey,12
9364,426,CHEVROLET,Spark,2015,Hatchback,Yes,Petrol,1,53711,4,Automatic,Front,4,Left,White,4
23110,986,JEEP,Compass,2010,Jeep,Yes,Petrol,2.4,121000,4,Automatic,Front,4,Left,Silver,4
4391,0,FORD,Transit,1991,Microbus,No,Diesel,2.5,0,4,Manual,Rear,2,Left,White,1
314,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,225510,4,Automatic,Front,4,Left,White,12
9722,1032,NISSAN,Note,2012,Hatchback,No,Petrol,1.2,69000,4,Automatic,Front,4,Right,Black,6
5645,0,MAZDA,MPV,2004,Minivan,No,CNG,2.3,16000,4,Automatic,Front,4,Right,Silver,12
36068,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,151000,4,Automatic,Front,4,Left,Black,4
251,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,39552,4,Automatic,Front,4,Left,Black,12
140,0,BMW,X5,2008,Jeep,Yes,Petrol,3,240000,6,Tiptronic,4x4,4,Left,Black,8
392,1086,DODGE,Ramcharger,2012,Sedan,Yes,Petrol,3.6,258990,6,Automatic,Rear,4,Left,White,12
10036,0,HYUNDAI,Sonata,2006,Sedan,Yes,LPG,3.3,243200,6,Tiptronic,Front,4,Left,Black,10
7527,0,TOYOTA,Hilux,1998,Pickup,No,Petrol,2,123000,4,Manual,Rear,4,Left,White,2
8781,0,AUDI,A4,2002,Sedan,Yes,Petrol,3,265600,6,Manual,4x4,4,Left,Silver,8
50178,0,LAND ROVER,Range Rover Evoque,2012,Jeep,Yes,Petrol,2.0 Turbo,125000,4,Tiptronic,4x4,4,Left,Red,8
4704,0,HONDA,Pilot,2005,Jeep,Yes,Petrol,3.5,145000,6,Automatic,4x4,4,Left,White,4
15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,267209,4,Automatic,Front,4,Left,Silver,4
35344,934,HYUNDAI,H1,2015,Universal,Yes,Diesel,2.5,90660,4,Automatic,Front,4,Left,White,4
8154,0,MERCEDES-BENZ,E 240,2000,Sedan,Yes,LPG,2.6,314000,6,Automatic,Rear,4,Left,Green,7
15925,447,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.3,86996,4,Automatic,Front,4,Left,Silver,4
23521,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,47152,4,Tiptronic,Front,4,Left,White,7
314,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,26802,4,Automatic,Rear,4,Left,Black,12
15681,640,FORD,Fusion,2013,Sedan,Yes,Petrol,2,134982,4,Automatic,Front,4,Left,Red,0
21953,0,FORD,Escape,2008,Jeep,Yes,Hybrid,2.5,93000,4,Automatic,4x4,4,Left,Silver,10
11290,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,258906,4,Automatic,Front,4,Left,Silver,4
5959,966,DAEWOO,Lacetti,2009,Sedan,Yes,Diesel,2,75644,4,Automatic,Front,4,Left,Silver,4
2274,1360,MERCEDES-BENZ,GL 450,2013,Jeep,Yes,Petrol,4.6,230397,8,Automatic,4x4,4,Left,Black,12
11000,1845,TOYOTA,Prius V ALPINA,2015,Hatchback,No,Hybrid,1.8,123000,4,Automatic,Front,4,Right,White,6
4547,1017,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,2,115974,4,Automatic,Front,4,Left,White,12
11604,528,FORD,Fiesta,2014,Sedan,No,Petrol,1.6,49000,4,Tiptronic,Front,4,Left,Green,10
12544,0,LEXUS,RX 300,2000,Jeep,Yes,CNG,3,209123,4,Tiptronic,4x4,4,Left,Black,9
17249,0,MERCEDES-BENZ,E 500,2005,Sedan,Yes,Petrol,5,125000,8,Tiptronic,Rear,4,Left,Silver,12
28059,639,CHEVROLET,Orlando,2014,Jeep,Yes,Diesel,2,73650,4,Automatic,Front,4,Left,Silver,4
18826,707,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,145219,4,Automatic,Front,4,Left,Grey,4
31361,0,MERCEDES-BENZ,Sprinter 315CDI,2007,Microbus,No,Diesel,2.1 Turbo,268022,6,Manual,Front,2,Left,White,0
13485,0,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,0,4,Automatic,Front,4,Left,White,8
9408,0,MITSUBISHI,Pajero,1995,Jeep,No,Diesel,2.5 Turbo,205000,4,Manual,4x4,2,Left,Blue,0
19130,0,BMW,X5,2007,Jeep,Yes,Petrol,3,310000,6,Tiptronic,4x4,4,Left,Grey,6
21326,0,MITSUBISHI,Outlander,2012,Jeep,No,Petrol,2.4,7964,6,Tiptronic,4x4,4,Left,Silver,16
34074,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,126970,4,Automatic,Front,4,Left,Silver,4
11099,645,CHEVROLET,Lacetti,2011,Sedan,Yes,Petrol,1.8,142600,4,Automatic,Front,4,Left,Silver,4
314,586,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,411923,4,Automatic,Front,4,Left,Blue,12
18817,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,35058,4,Automatic,Front,4,Left,White,12
29793,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5 Turbo,32000,4,Tiptronic,Front,4,Left,Green,14
31675,784,HONDA,Civic,2017,Hatchback,Yes,Petrol,1.5,46935,4,Automatic,Front,4,Left,Black,4
21012,0,TOYOTA,Prius,2013,Sedan,Yes,Hybrid,1.8,150000,4,Automatic,Front,4,Left,Black,8
15367,0,FORD,Taurus interceptor,2014,Sedan,Yes,Petrol,3.8,280000,6,Automatic,4x4,4,Left,Grey,8
941,645,HONDA,Civic,2011,Sedan,Yes,Petrol,1.8,177250,4,Automatic,Front,4,Left,Black,12
470,382,KIA,Optima,2014,Sedan,Yes,Hybrid,2.4,141410,4,Automatic,Front,4,Left,Silver,12
53154,1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,105751,4,Automatic,Front,4,Left,White,4
12544,0,NISSAN,Elgrand,2004,Minivan,Yes,Petrol,3.5,122000,6,Tiptronic,Rear,4,Right,Green,12
16308,528,KIA,RIO lx,2014,Hatchback,Yes,Petrol,1.6,100800,4,Automatic,Front,4,Left,White,12
18503,584,VOLKSWAGEN,Passat,2014,Sedan,Yes,Petrol,1.8 Turbo,144000,4,Tiptronic,Front,4,Left,White,10
11368,1047,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,1.6,122587,4,Automatic,Front,4,Left,Silver,4
6899,0,HONDA,FIT,2004,Sedan,No,Petrol,1.3,98000,4,Automatic,Front,4,Right,Silver,4
43435,0,BMW,X5 XDRIVE 35D,2012,Jeep,Yes,Diesel,3.5 Turbo,243087,6,Automatic,4x4,4,Left,Black,12
11133,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,179381,4,Automatic,Front,4,Left,Black,12
20385,0,VOLKSWAGEN,Jetta SEL,2013,Sedan,Yes,Diesel,2.0 Turbo,163000,4,Manual,Front,4,Left,Silver,6
4234,1058,HONDA,Odyssey,2012,Sedan,Yes,Petrol,3.5,236698,6,Automatic,Front,4,Left,Black,12
3450,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,74838,4,Automatic,Front,4,Left,White,12
43868,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,43300,4,Automatic,Front,4,Left,White,4
28225,0,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,128297,4,Automatic,Front,4,Left,Brown,4
39201,891,MERCEDES-BENZ,GLA 250,2016,Hatchback,Yes,Petrol,2.0 Turbo,48000,4,Automatic,4x4,4,Left,White,0
22266,0,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,57000,4,Variator,Front,4,Left,Black,12
125,1324,TOYOTA,Highlander,2010,Sedan,Yes,Hybrid,3.3,316912,6,Automatic,4x4,4,Left,Blue,12
6429,961,CHEVROLET,Captiva,2009,Jeep,Yes,Diesel,2,74594,4,Automatic,Front,4,Left,Black,4
9252,640,HYUNDAI,Sonata,2013,Sedan,Yes,LPG,2,102788,4,Automatic,Front,4,Left,White,4
25889,528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,147957,4,Automatic,Front,4,Left,White,4
7370,0,MITSUBISHI,Pajero IO,1999,Jeep,No,Petrol,1.8,156000,4,Automatic,4x4,4,Left,White,2
17249,1511,JEEP,Wrangler,2010,Jeep,No,Petrol,3.8,1000,6,Automatic,4x4,4,Left,Silver,0
16151,638,KIA,Optima,2014,Sedan,Yes,Petrol,2,38878,4,Automatic,Front,4,Left,Silver,4
24860,1347,HYUNDAI,H1,2008,Minivan,Yes,Diesel,2.5,134955,4,Automatic,Front,4,Left,Silver,4
22894,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,200000,6,Automatic,Rear,4,Left,White,0
10349,1820,LEXUS,ES 350,2019,Sedan,Yes,Petrol,3.5,13147,6,Automatic,Front,4,Left,White,12
17000,2236,MAZDA,Atenza,2015,Sedan,Yes,Diesel,2.2,59000,4,Tiptronic,Front,4,Right,Black,8
314,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,132630,6,Automatic,Rear,4,Left,Silver,12
15681,0,MERCEDES-BENZ,G 300,1988,Jeep,No,Diesel,2.9 Turbo,138000,4,Manual,4x4,2,Left,Black,2
7100,0,VOLKSWAGEN,Jetta,2002,Sedan,No,Petrol,2,20000,4,Manual,Front,4,Left,Black,6
55932,1079,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2,50310,4,Automatic,Front,4,Left,Grey,4
9252,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,603970,4,Automatic,Front,4,Left,Orange,4
37633,0,LEXUS,RX 450 H,2010,Jeep,Yes,Hybrid,3.5,180800,8,Automatic,Front,4,Left,Silver,8
251,645,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,230939,4,Automatic,Front,4,Left,Blue,12
14113,738,CHEVROLET,Cruze LT,2017,Sedan,No,Petrol,1.4 Turbo,89620,4,Automatic,Front,4,Left,Sky blue,8
8154,0,JEEP,Liberty,2002,Jeep,No,Petrol,3.7,208000,6,Automatic,4x4,4,Left,Silver,4
3293,1273,LEXUS,RX 350,2015,Jeep,Yes,Petrol,3.5,71939,6,Automatic,4x4,4,Left,Black,12
12544,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,553481,4,Automatic,Front,4,Left,Orange,4
24123,707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,162977,4,Automatic,Front,4,Left,Silver,4
3800,0,OPEL,Agila,2001,Sedan,No,Petrol,1,184592,3,Manual,Front,4,Left,Blue,4
188,1185,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,196682,4,Automatic,Front,4,Left,Black,0
37633,1058,TOYOTA,Highlander sport,2012,Jeep,Yes,Petrol,3.5,134114,6,Automatic,4x4,4,Left,White,10
14113,639,FORD,Focus,2014,Hatchback,No,Petrol,2,13000,4,Manual,Front,4,Left,White,8
157,1055,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3.5,237158,6,Automatic,4x4,4,Left,Black,12
1882,639,KIA,Avella,2014,Sedan,Yes,Petrol,2,89526,4,Automatic,Front,4,Left,Black,12
39559,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,99000,4,Automatic,Front,4,Left,Grey,4
470,574,HONDA,Civic,2010,Sedan,Yes,Hybrid,1.3,264132,4,Automatic,Front,4,Left,Silver,12
12544,353,TOYOTA,Prius,2015,Hatchback,No,Hybrid,1.8,118410,4,Tiptronic,Front,4,Left,Silver,12
7840,0,MERCEDES-BENZ,E 320,2000,Sedan,Yes,Petrol,3.2,111111,6,Tiptronic,Rear,4,Left,Black,6
12500,0,NISSAN,Teana,2008,Sedan,No,Petrol,3.5,160000,6,Variator,Front,4,Left,Silver,4
220,1185,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,193614,4,Automatic,Front,4,Left,White,0
45633,765,SSANGYONG,REXTON,2015,Jeep,Yes,Diesel,2,59077,4,Automatic,Front,4,Left,Black,4
1725,1324,TOYOTA,Highlander,2010,Sedan,Yes,Hybrid,3.3,226198,6,Automatic,4x4,4,Left,Green,12
14426,0,BMW,X5,2001,Jeep,Yes,CNG,4.4,3000,8,Automatic,4x4,4,Left,Black,16
15681,862,TOYOTA,Camry,2011,Sedan,Yes,Petrol,2.5,165222,4,Automatic,Front,4,Left,Black,8
39797,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,97181,4,Automatic,Front,4,Left,Blue,4
80,0,NISSAN,Elgrand,2004,Minivan,No,CNG,3.5,215000,6,Tiptronic,Rear,4,Right,White,4
13297,531,CHEVROLET,Aveo,2012,Hatchback,Yes,Petrol,1.6,46000,4,Automatic,Front,4,Left,Red,4
12231,1537,HYUNDAI,Genesis,2009,Sedan,Yes,Petrol,3.3,159747,4,Automatic,Front,4,Left,Black,4
1098,1829,SUBARU,Forester,2006,Jeep,Yes,Petrol,2.5,262298,4,Automatic,4x4,4,Left,Blue,12
35908,764,KIA,Optima,2016,Sedan,Yes,Diesel,1.7,30177,4,Automatic,Front,4,Left,White,4
140,0,LEXUS,GX 470,2007,Jeep,Yes,LPG,4.7,150000,8,Tiptronic,4x4,4,Left,Silver,12
2038,353,TOYOTA,Prius,2015,Jeep,Yes,Hybrid,1.8,104795,4,Automatic,Front,4,Left,White,12
9722,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,127515,4,Automatic,Front,4,Left,Black,12
26475,530,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.6,94415,4,Automatic,Front,4,Left,Black,4
16935,0,TOYOTA,Prius,2009,Hatchback,No,Hybrid,1.8,124000,4,Automatic,Front,4,Left,Black,6
8467,0,SUBARU,Forester,2002,Universal,Yes,CNG,2.5,237688,4,Automatic,4x4,4,Left,Black,2
16935,642,FORD,Focus TITANIUM,2012,Hatchback,Yes,Petrol,2,155607,4,Automatic,Front,4,Left,Black,4
10036,0,TOYOTA,Vitz,2007,Hatchback,No,Petrol,1.3,125000,4,Variator,Front,4,Left,Sky blue,2
15850,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,152566,4,Automatic,Front,4,Left,Grey,4
7683,0,NISSAN,Serena,2003,Minivan,No,Petrol,2,1800,4,Automatic,Front,4,Right,Sky blue,8
45473,0,JEEP,Wrangler,2011,Jeep,No,Petrol,3.8,120000,6,Manual,4x4,2,Left,White,2
10976,642,FORD,Focus,2012,Sedan,Yes,Petrol,2,121000,4,Automatic,Front,4,Left,Black,10
35,0,HONDA,FIT,2005,Hatchback,No,Petrol,1.5,183000,4,Tiptronic,Front,4,Right,Silver,5
4077,0,MERCEDES-BENZ,C 180,1995,Sedan,No,CNG,1.8,200000,4,Manual,Rear,4,Left,Silver,2
14069,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,170000,4,Automatic,Front,4,Left,Black,4
55823,0,PORSCHE,Cayenne,2012,Jeep,Yes,Petrol,3.6,91000,6,Tiptronic,4x4,4,Left,White,12
38975,501,TOYOTA,Aqua,2014,Sedan,Yes,Petrol,1.5,51000,4,Automatic,Front,4,Left,White,4
706,394,TOYOTA,Avalon,2014,Sedan,Yes,Hybrid,2.5,189216,4,Automatic,Front,4,Left,Black,12
17249,0,HYUNDAI,Elantra,2011,Sedan,No,Petrol,1.8,177600,4,Tiptronic,Front,4,Left,White,9
19444,697,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.8,96000,4,Tiptronic,Front,4,Left,Silver,16
40390,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,175089,4,Automatic,Front,4,Left,White,4
70,0,HYUNDAI,Elantra,2015,Sedan,No,Petrol,1.8,96000,4,Tiptronic,Front,4,Left,Grey,8
18817,397,TOYOTA,Prius,2016,Hatchback,No,Hybrid,1.8,74098,4,Automatic,Front,4,Left,Silver,8
1019,1055,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,138038,6,Automatic,Front,4,Left,White,12
941,1055,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,361603,6,Automatic,Front,4,Left,Black,12
29166,0,AUDI,Q5,2010,Jeep,Yes,Petrol,3.2,150000,6,Tiptronic,4x4,4,Left,Silver,8
9408,919,BMW,X5,2012,Jeep,Yes,Diesel,3,149520,6,Automatic,4x4,4,Left,Grey,0
30,0,HONDA,FIT,2010,Hatchback,No,Petrol,1.3,0,4,Automatic,Front,4,Right,White,4
42337,0,BMW,328,2015,Sedan,Yes,Petrol,2.0 Turbo,26000,4,Tiptronic,4x4,4,Left,White,12
5645,640,SUBARU,XV,2013,Sedan,Yes,Petrol,2,105523,4,Automatic,4x4,4,Left,Blue,0
7997,1537,TOYOTA,Highlander,2009,Jeep,Yes,Hybrid,3.3,251278,6,Automatic,4x4,4,Left,Green,12
3607,441,HYUNDAI,Sonata,2015,Sedan,Yes,Hybrid,2.4,229192,4,Automatic,Front,4,Left,Silver,0
10976,687,HYUNDAI,I30,2010,Goods wagon,Yes,Diesel,1.6 Turbo,156000,4,Manual,Front,4,Left,Beige,12
19444,502,FORD,Fusion,2013,Sedan,No,Petrol,1.5 Turbo,100000,4,Automatic,Front,4,Left,Black,8
3293,1659,TOYOTA,Tundra,2014,Sedan,Yes,Petrol,5.7,0,8,Automatic,4x4,4,Left,White,12
6272,0,TOYOTA,Prius,2008,Hatchback,No,Hybrid,1.5,240000,4,Automatic,Front,4,Left,White,6
56450,0,PORSCHE,Cayenne,2011,Jeep,Yes,Petrol,3.5,171000,6,Tiptronic,4x4,4,Left,Black,10
220,259,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,110958,4,Automatic,Front,4,Left,Black,0
4234,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,123862,4,Automatic,Front,4,Left,White,12
3920,810,TOYOTA,Corolla,2016,Sedan,Yes,Petrol,1.8,155942,4,Automatic,Front,4,Left,Silver,12
18500,528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,179664,4,Automatic,Front,4,Left,Silver,4
19500,1327,NISSAN,Pathfinder,2011,Jeep,Yes,Petrol,4,127000,6,Tiptronic,4x4,4,Left,Black,12
28852,640,BMW,X1,2013,Jeep,Yes,Petrol,2.0 Turbo,10000,4,Automatic,4x4,4,Left,Orange,12
8781,1091,GMC,Acadia,2016,Sedan,Yes,Petrol,2.5,116786,4,Automatic,Rear,4,Left,Black,12
23207,862,TOYOTA,RAV 4,2011,Jeep,Yes,Petrol,2.5,198400,4,Automatic,4x4,4,Left,Green,8
17346,531,HYUNDAI,I30,2012,Hatchback,Yes,Diesel,1.6,151136,4,Automatic,Front,4,Left,White,4
13172,697,KIA,Forte,2015,Sedan,No,Petrol,1.8,72000,4,Manual,Front,4,Left,White,6
1568,1493,MERCEDES-BENZ,E 350,2016,Sedan,Yes,Diesel,3.5,77205,6,Automatic,Rear,4,Left,Grey,12
29793,1018,BMW,740,2011,Sedan,Yes,Petrol,3,123803,6,Tiptronic,Rear,4,Left,White,8
30906,501,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,1.5,42000,4,Automatic,Front,4,Left,Grey,4
10820,919,BMW,X5,2012,Jeep,Yes,Diesel,3,229966,6,Automatic,4x4,4,Left,Black,0
10900,503,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,244800,4,Automatic,Front,4,Left,Black,12
9408,0,HONDA,Accord CL9 type S,2003,Sedan,No,Petrol,2.4,180000,4,Tiptronic,Front,4,Right,Blue,4
4077,645,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,228610,4,Automatic,Front,4,Left,Black,0
42987,831,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,1.6,60013,4,Automatic,Front,4,Left,White,4
15681,0,FIAT,500 turbo,2012,Hatchback,Yes,Petrol,1.4 Turbo,58000,4,Manual,Front,2,Left,White,12
30712,877,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,50380,4,Automatic,Front,4,Left,White,4
19914,586,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,110000,4,Automatic,Front,4,Left,Black,8
9722,0,NISSAN,Note,2008,Hatchback,No,Petrol,1.5,170000,4,Automatic,Front,4,Right,Black,2
33076,880,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,41523,4,Automatic,Front,4,Left,Blue,4
18503,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,33091,4,Automatic,Front,4,Left,Silver,4
7527,0,FORD,Transit,1997,Microbus,Yes,Diesel,2.5,1000,4,Manual,Rear,4,Left,White,0
12858,0,FORD,Fiesta,2011,Hatchback,No,Petrol,1.4,160000,4,Manual,Front,4,Left,White,4
549,518,TOYOTA,RAV 4,2016,Jeep,Yes,Hybrid,2.5,74053,4,Automatic,4x4,4,Left,Blue,12
12544,447,HONDA,Insight,2013,Hatchback,No,Hybrid,1.3,175930,4,Automatic,Front,4,Left,Silver,0
470,441,HYUNDAI,Sonata,2015,Sedan,Yes,Hybrid,2.4,135730,4,Automatic,Front,4,Left,Silver,0
314,1017,MERCEDES-BENZ,GLA 250,2017,Jeep,Yes,Petrol,2,46413,4,Automatic,4x4,4,Left,Blue,0
9408,0,FORD,Transit,1998,Microbus,No,Diesel,2.5,11111,4,Manual,Rear,4,Left,White,2
2979,986,ACURA,TSX,2010,Sedan,Yes,Petrol,2.4,203061,4,Automatic,Front,4,Left,Blue,12
35902,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,99821,4,Automatic,Front,4,Left,White,4
15053,1834,MERCEDES-BENZ,Sprinter,2004,Microbus,No,Diesel,2.2 Turbo,169000,6,Manual,Rear,4,Left,White,2
11676,761,CHEVROLET,Lacetti,2010,Sedan,Yes,Petrol,1.8,153966,4,Automatic,Front,4,Left,Silver,4
13172,0,TOYOTA,Aqua L paketi,2014,Hatchback,No,Hybrid,1.5,70000,4,Tiptronic,Front,4,Right,Silver,8
